ticker,company,source_type,source_url,candidate_url,final_url,discovery_method,anchor_text,candidate_year,http_status,content_type,accepted,reject_reason,title,published_at,available_at,body_word_count,canonical_url,api_payload_url,date_source
AMZN,Amazon,press_releases_archive,https://ir.aboutamazon.com/news-release/default.aspx,https://ir.aboutamazon.com/news-release/news-release-details/2021/Amazon.com-Announces-Third-Quarter-Results/default.aspx,https://ir.aboutamazon.com/news-release/news-release-details/2021/Amazon.com-Announces-Third-Quarter-Results/default.aspx,q4_press_release_feed,Amazon.com Announces Third Quarter Results,2021,403,text/html; charset=UTF-8,yes,,Amazon.com Announces Third Quarter Results,2021-10-28T16:01:00Z,2021-10-28T16:01:00Z,9178,https://ir.aboutamazon.com/news-release/news-release-details/2021/Amazon.com-Announces-Third-Quarter-Results/default.aspx,https://ir.aboutamazon.com/feed/PressRelease.svc/GetPressReleaseList?LanguageId=1&bodyType=2&pressReleaseDateFilter=3&categoryId=&pageSize=5&pageNumber=0&tagList=&includeTags=true&year=2021&excludeSelection=1,q4_press_release_feed_published_at
AMZN,Amazon,earnings_results_archive,https://ir.aboutamazon.com/quarterly-results/default.aspx,https://ir.aboutamazon.com/news-release/news-release-details/2021/Amazon.com-Announces-Third-Quarter-Results/default.aspx,https://ir.aboutamazon.com/news-release/news-release-details/2021/Amazon.com-Announces-Third-Quarter-Results/default.aspx,q4_press_release_feed,Amazon.com Announces Third Quarter Results,2021,403,text/html; charset=UTF-8,no,duplicate_doc_id,Amazon.com Announces Third Quarter Results,2021-10-28T16:01:00Z,2021-10-28T16:01:00Z,9178,https://ir.aboutamazon.com/news-release/news-release-details/2021/Amazon.com-Announces-Third-Quarter-Results/default.aspx,https://ir.aboutamazon.com/feed/PressRelease.svc/GetPressReleaseList?LanguageId=1&bodyType=2&pressReleaseDateFilter=3&categoryId=&pageSize=5&pageNumber=0&tagList=&includeTags=true&year=2021&excludeSelection=1,q4_press_release_feed_published_at
AMZN,Amazon,earnings_results_archive,https://ir.aboutamazon.com/quarterly-results/default.aspx,https://ir.aboutamazon.com/news-release/news-release-details/2021/Amazon.com-to-Webcast-Third-Quarter-2021-Financial-Results-Conference-Call/default.aspx,https://ir.aboutamazon.com/news-release/news-release-details/2021/Amazon.com-to-Webcast-Third-Quarter-2021-Financial-Results-Conference-Call/default.aspx,q4_press_release_feed,Amazon.com to Webcast Third Quarter 2021 Financial Results Conference Call,2021,403,text/html; charset=UTF-8,no,body_too_short,Amazon.com to Webcast Third Quarter 2021 Financial Results Conference Call,2021-10-14T16:01:00Z,2021-10-14T16:01:00Z,94,https://ir.aboutamazon.com/news-release/news-release-details/2021/Amazon.com-to-Webcast-Third-Quarter-2021-Financial-Results-Conference-Call/default.aspx,https://ir.aboutamazon.com/feed/PressRelease.svc/GetPressReleaseList?LanguageId=1&bodyType=2&pressReleaseDateFilter=3&categoryId=&pageSize=5&pageNumber=0&tagList=&includeTags=true&year=2021&excludeSelection=1,q4_press_release_feed_published_at
AMZN,Amazon,earnings_results_archive,https://ir.aboutamazon.com/quarterly-results/default.aspx,https://ir.aboutamazon.com/news-release/news-release-details/2021/Amazon.com-Announces-Second-Quarter-Results-2dcdc6a32/default.aspx,https://ir.aboutamazon.com/news-release/news-release-details/2021/Amazon.com-Announces-Second-Quarter-Results-2dcdc6a32/default.aspx,q4_press_release_feed,Amazon.com Announces Second Quarter Results,2021,403,text/html; charset=UTF-8,yes,,Amazon.com Announces Second Quarter Results,2021-07-29T16:01:00Z,2021-07-29T16:01:00Z,8599,https://ir.aboutamazon.com/news-release/news-release-details/2021/Amazon.com-Announces-Second-Quarter-Results-2dcdc6a32/default.aspx,https://ir.aboutamazon.com/feed/PressRelease.svc/GetPressReleaseList?LanguageId=1&bodyType=2&pressReleaseDateFilter=3&categoryId=&pageSize=5&pageNumber=0&tagList=&includeTags=true&year=2021&excludeSelection=1,q4_press_release_feed_published_at
AXP,American Express,press_releases_archive,https://ir.americanexpress.com/News/default.aspx,https://ir.americanexpress.com/news/investor-relations-news/investor-relations-news-details/2021/American-Express-Plans-Live-Audio-Webcast-of-Fourth-Quarter-2021-Earnings-Conference-Call/default.aspx,https://ir.americanexpress.com/news/investor-relations-news/investor-relations-news-details/2021/American-Express-Plans-Live-Audio-Webcast-of-Fourth-Quarter-2021-Earnings-Conference-Call/default.aspx,q4_press_release_feed,American Express Plans Live Audio Webcast of Fourth Quarter 2021 Earnings Conference Call,2021,200,text/html; charset=utf-8,yes,,American Express Plans Live Audio Webcast of Fourth Quarter 2021 Earnings Conference Call,2021-12-15T09:00:00Z,2021-12-15T09:00:00Z,241,https://ir.americanexpress.com/news/investor-relations-news/investor-relations-news-details/2021/American-Express-Plans-Live-Audio-Webcast-of-Fourth-Quarter-2021-Earnings-Conference-Call/default.aspx,https://ir.americanexpress.com/feed/PressRelease.svc/GetPressReleaseList?LanguageId=1&bodyType=2&pressReleaseDateFilter=3&categoryId=&pageSize=5&pageNumber=0&tagList=&includeTags=true&year=2021&excludeSelection=1,q4_press_release_feed_published_at
AXP,American Express,earnings_results_archive,https://ir.americanexpress.com/financials/,https://ir.americanexpress.com/news/investor-relations-news/investor-relations-news-details/2021/American-Express-Plans-Live-Audio-Webcast-of-Fourth-Quarter-2021-Earnings-Conference-Call/default.aspx,https://ir.americanexpress.com/news/investor-relations-news/investor-relations-news-details/2021/American-Express-Plans-Live-Audio-Webcast-of-Fourth-Quarter-2021-Earnings-Conference-Call/default.aspx,q4_press_release_feed,American Express Plans Live Audio Webcast of Fourth Quarter 2021 Earnings Conference Call,2021,200,text/html; charset=utf-8,no,duplicate_doc_id,American Express Plans Live Audio Webcast of Fourth Quarter 2021 Earnings Conference Call,2021-12-15T09:00:00Z,2021-12-15T09:00:00Z,241,https://ir.americanexpress.com/news/investor-relations-news/investor-relations-news-details/2021/American-Express-Plans-Live-Audio-Webcast-of-Fourth-Quarter-2021-Earnings-Conference-Call/default.aspx,https://ir.americanexpress.com/feed/PressRelease.svc/GetPressReleaseList?LanguageId=1&bodyType=2&pressReleaseDateFilter=3&categoryId=&pageSize=5&pageNumber=0&tagList=&includeTags=true&year=2021&excludeSelection=1,q4_press_release_feed_published_at
AXP,American Express,earnings_results_archive,https://ir.americanexpress.com/financials/,https://ir.americanexpress.com/news/investor-relations-news/investor-relations-news-details/2021/American-Express-Declares-Regular-Quarterly-Dividend-20dbfea73/default.aspx,https://ir.americanexpress.com/news/investor-relations-news/investor-relations-news-details/2021/American-Express-Declares-Regular-Quarterly-Dividend-20dbfea73/default.aspx,q4_press_release_feed,American Express Declares Regular Quarterly Dividend,2021,200,text/html; charset=utf-8,yes,,American Express Declares Regular Quarterly Dividend,2021-12-08T16:00:00Z,2021-12-08T16:00:00Z,179,https://ir.americanexpress.com/news/investor-relations-news/investor-relations-news-details/2021/American-Express-Declares-Regular-Quarterly-Dividend-20dbfea73/default.aspx,https://ir.americanexpress.com/feed/PressRelease.svc/GetPressReleaseList?LanguageId=1&bodyType=2&pressReleaseDateFilter=3&categoryId=&pageSize=5&pageNumber=0&tagList=&includeTags=true&year=2021&excludeSelection=1,q4_press_release_feed_published_at
BA,Boeing,press_releases_archive,https://investors.boeing.com/investors/news/default.aspx,https://investors.boeing.com/investors/news/press-release-details/2021/Boeing-Announces-UPS-Purchase-of-19-767-Freighters/default.aspx,https://investors.boeing.com/investors/news/press-release-details/2021/Boeing-Announces-UPS-Purchase-of-19-767-Freighters/default.aspx,q4_press_release_feed,Boeing Announces UPS Purchase of 19 767 Freighters,2021,200,text/html; charset=utf-8,yes,,Boeing Announces UPS Purchase of 19 767 Freighters,2021-12-21T08:30:00Z,2021-12-21T08:30:00Z,490,https://investors.boeing.com/investors/news/press-release-details/2021/Boeing-Announces-UPS-Purchase-of-19-767-Freighters/default.aspx,https://investors.boeing.com/feed/PressRelease.svc/GetPressReleaseList?LanguageId=1&bodyType=2&pressReleaseDateFilter=3&categoryId=&pageSize=5&pageNumber=0&tagList=&includeTags=true&year=2021&excludeSelection=1,q4_press_release_feed_published_at
BA,Boeing,earnings_results_archive,https://investors.boeing.com/investors/financial-reports/default.aspx,https://investors.boeing.com/investors/news/press-release-details/2021/Boeing-Announces-UPS-Purchase-of-19-767-Freighters/default.aspx,https://investors.boeing.com/investors/news/press-release-details/2021/Boeing-Announces-UPS-Purchase-of-19-767-Freighters/default.aspx,q4_press_release_feed,Boeing Announces UPS Purchase of 19 767 Freighters,2021,200,text/html; charset=utf-8,no,duplicate_doc_id,Boeing Announces UPS Purchase of 19 767 Freighters,2021-12-21T08:30:00Z,2021-12-21T08:30:00Z,490,https://investors.boeing.com/investors/news/press-release-details/2021/Boeing-Announces-UPS-Purchase-of-19-767-Freighters/default.aspx,https://investors.boeing.com/feed/PressRelease.svc/GetPressReleaseList?LanguageId=1&bodyType=2&pressReleaseDateFilter=3&categoryId=&pageSize=5&pageNumber=0&tagList=&includeTags=true&year=2021&excludeSelection=1,q4_press_release_feed_published_at
BA,Boeing,earnings_results_archive,https://investors.boeing.com/investors/financial-reports/default.aspx,https://investors.boeing.com/investors/news/press-release-details/2021/Summary-Notice-of-Pendency-of-Derivative-Action-Proposed-Settlement-of-Derivative-Action-Settlement-Hearing-and-Right-to-Appear/default.aspx,https://investors.boeing.com/investors/news/press-release-details/2021/Summary-Notice-of-Pendency-of-Derivative-Action-Proposed-Settlement-of-Derivative-Action-Settlement-Hearing-and-Right-to-Appear/default.aspx,q4_press_release_feed,"Summary Notice of Pendency of Derivative Action, Proposed Settlement of Derivative Action, Settlement Hearing and Right to Appear",2021,200,text/html; charset=utf-8,yes,,"Summary Notice of Pendency of Derivative Action, Proposed Settlement of Derivative Action, Settlement Hearing and Right to Appear",2021-12-17T07:00:00Z,2021-12-17T07:00:00Z,907,https://investors.boeing.com/investors/news/press-release-details/2021/Summary-Notice-of-Pendency-of-Derivative-Action-Proposed-Settlement-of-Derivative-Action-Settlement-Hearing-and-Right-to-Appear/default.aspx,https://investors.boeing.com/feed/PressRelease.svc/GetPressReleaseList?LanguageId=1&bodyType=2&pressReleaseDateFilter=3&categoryId=&pageSize=5&pageNumber=0&tagList=&includeTags=true&year=2021&excludeSelection=1,q4_press_release_feed_published_at
